customer_id,loyalty_score,product_id,product_description,product_category,basket,date_of_purchase
C114,,,,,"[{'product_id': 'P62', 'price': 1468}, {'product_id': 'P61', 'price': 257}]",2018-12-17 04:30:00
C121,,,,,"[{'product_id': 'P48', 'price': 1324}]",2018-12-17 22:49:00
C124,,,,,"[{'product_id': 'P30', 'price': 782}]",2018-12-17 05:21:00
C7,,,,,"[{'product_id': 'P10', 'price': 390}]",2018-12-18 22:53:00
C13,,,,,"[{'product_id': 'P20', 'price': 1165}, {'product_id': 'P21', 'price': 1317}, {'product_id': 'P15', 'price': 608}]",2018-12-18 06:03:00
C16,,,,,"[{'product_id': 'P11', 'price': 735}]",2018-12-18 17:17:00
C24,,,,,"[{'product_id': 'P29', 'price': 514}, {'product_id': 'P33', 'price': 256}]",2018-12-18 06:00:00
C27,,,,,"[{'product_id': 'P64', 'price': 59}]",2018-12-18 18:20:00
C28,,,,,"[{'product_id': 'P48', 'price': 537}, {'product_id': 'P43', 'price': 756}, {'product_id': 'P42', 'price': 1412}]",2018-12-18 04:06:00
C32,,,,,"[{'product_id': 'P22', 'price': 118}, {'product_id': 'P33', 'price': 1213}, {'product_id': 'P33', 'price': 538}]",2018-12-18 09:26:00
C36,,,,,"[{'product_id': 'P29', 'price': 1301}, {'product_id': 'P33', 'price': 364}]",2018-12-18 18:39:00
C47,,,,,"[{'product_id': 'P40', 'price': 1912}, {'product_id': 'P40', 'price': 725}]",2018-12-18 14:59:00
C51,,,,,"[{'product_id': 'P19', 'price': 1041}]",2018-12-18 13:10:00
C69,,,,,"[{'product_id': 'P39', 'price': 1958}]",2018-12-18 17:21:00
C75,,,,,"[{'product_id': 'P35', 'price': 1992}, {'product_id': 'P36', 'price': 1412}, {'product_id': 'P35', 'price': 361}]",2018-12-18 07:01:00
C78,,,,,"[{'product_id': 'P63', 'price': 462}, {'product_id': 'P63', 'price': 607}, {'product_id': 'P64', 'price': 1510}]",2018-12-18 04:07:00
C80,,,,,"[{'product_id': 'P12', 'price': 354}]",2018-12-18 03:27:00
C82,,,,,"[{'product_id': 'P36', 'price': 1738}]",2018-12-18 16:36:00
C97,,,,,"[{'product_id': 'P51', 'price': 1913}]",2018-12-18 05:31:00
C103,,,,,"[{'product_id': 'P64', 'price': 1299}]",2018-12-18 15:43:00
C107,,,,,"[{'product_id': 'P42', 'price': 1554}, {'product_id': 'P44', 'price': 509}]",2018-12-18 19:30:00
C108,,,,,"[{'product_id': 'P39', 'price': 1199}, {'product_id': 'P39', 'price': 1698}]",2018-12-18 14:56:00
C109,,,,,"[{'product_id': 'P36', 'price': 187}, {'product_id': 'P37', 'price': 999}]",2018-12-18 04:06:00
C124,,,,,"[{'product_id': 'P36', 'price': 543}, {'product_id': 'P38', 'price': 84}]",2018-12-18 17:02:00
C131,,,,,"[{'product_id': 'P45', 'price': 1993}]",2018-12-18 16:28:00
C135,,,,,"[{'product_id': 'P39', 'price': 725}, {'product_id': 'P40', 'price': 1462}]",2018-12-18 20:16:00
C2,,,,,"[{'product_id': 'P18', 'price': 1832}, {'product_id': 'P20', 'price': 1224}, {'product_id': 'P15', 'price': 1863}]",2018-12-19 05:53:00
C3,,,,,"[{'product_id': 'P22', 'price': 411}]",2018-12-19 20:46:00
C8,,,,,"[{'product_id': 'P45', 'price': 1358}]",2018-12-19 23:30:00
C14,,,,,"[{'product_id': 'P30', 'price': 1621}, {'product_id': 'P23', 'price': 989}]",2018-12-19 12:47:00
C15,,,,,"[{'product_id': 'P37', 'price': 294}, {'product_id': 'P37', 'price': 1307}, {'product_id': 'P37', 'price': 1401}]",2018-12-19 12:29:00
C18,,,,,"[{'product_id': 'P36', 'price': 745}, {'product_id': 'P37', 'price': 707}, {'product_id': 'P37', 'price': 1303}]",2018-12-19 18:25:00
C21,,,,,"[{'product_id': 'P37', 'price': 1893}, {'product_id': 'P35', 'price': 1103}]",2018-12-19 15:21:00
C39,,,,,"[{'product_id': 'P26', 'price': 1432}]",2018-12-19 21:29:00
C49,,,,,"[{'product_id': 'P29', 'price': 951}, {'product_id': 'P25', 'price': 153}]",2018-12-19 16:28:00
C50,,,,,"[{'product_id': 'P26', 'price': 1006}]",2018-12-19 16:05:00
C51,,,,,"[{'product_id': 'P60', 'price': 607}, {'product_id': 'P53', 'price': 1405}, {'product_id': 'P46', 'price': 157}]",2018-12-19 10:36:00
C55,,,,,"[{'product_id': 'P47', 'price': 861}, {'product_id': 'P44', 'price': 1858}]",2018-12-19 03:11:00
C60,,,,,"[{'product_id': 'P34', 'price': 158}]",2018-12-19 16:18:00
C67,,,,,"[{'product_id': 'P09', 'price': 139}, {'product_id': 'P01', 'price': 1371}, {'product_id': 'P12', 'price': 1137}]",2018-12-19 15:38:00
C70,,,,,"[{'product_id': 'P52', 'price': 914}, {'product_id': 'P49', 'price': 1976}, {'product_id': 'P43', 'price': 306}]",2018-12-19 17:25:00
C75,,,,,"[{'product_id': 'P39', 'price': 983}]",2018-12-19 20:29:00
C84,,,,,"[{'product_id': 'P36', 'price': 1221}]",2018-12-19 07:56:00
C85,,,,,"[{'product_id': 'P39', 'price': 133}, {'product_id': 'P35', 'price': 1711}]",2018-12-19 10:07:00
C90,,,,,"[{'product_id': 'P26', 'price': 1927}]",2018-12-19 14:50:00
C104,,,,,"[{'product_id': 'P33', 'price': 1202}]",2018-12-19 18:42:00
C114,,,,,"[{'product_id': 'P63', 'price': 787}, {'product_id': 'P64', 'price': 1830}, {'product_id': 'P63', 'price': 1354}]",2018-12-19 17:48:00
C119,,,,,"[{'product_id': 'P49', 'price': 1026}]",2018-12-19 06:52:00
C120,,,,,"[{'product_id': 'P36', 'price': 1056}, {'product_id': 'P37', 'price': 1768}]",2018-12-19 02:55:00
C123,,,,,"[{'product_id': 'P37', 'price': 1249}]",2018-12-19 17:01:00
C128,,,,,"[{'product_id': 'P31', 'price': 1185}, {'product_id': 'P24', 'price': 1919}, {'product_id': 'P25', 'price': 980}]",2018-12-19 17:59:00
C133,,,,,"[{'product_id': 'P24', 'price': 1113}, {'product_id': 'P26', 'price': 1461}]",2018-12-19 05:36:00
C5,,,,,"[{'product_id': 'P04', 'price': 264}, {'product_id': 'P04', 'price': 1909}, {'product_id': 'P08', 'price': 1248}]",2018-12-20 19:16:00
C28,,,,,"[{'product_id': 'P37', 'price': 1219}, {'product_id': 'P37', 'price': 1435}]",2018-12-20 12:31:00
C32,,,,,"[{'product_id': 'P06', 'price': 299}, {'product_id': 'P12', 'price': 1967}, {'product_id': 'P08', 'price': 1052}]",2018-12-20 08:09:00
C38,,,,,"[{'product_id': 'P22', 'price': 1903}, {'product_id': 'P25', 'price': 152}, {'product_id': 'P23', 'price': 1024}]",2018-12-20 18:23:00
C44,,,,,"[{'product_id': 'P39', 'price': 1497}, {'product_id': 'P37', 'price': 1316}, {'product_id': 'P39', 'price': 1195}]",2018-12-20 10:21:00
C47,,,,,"[{'product_id': 'P36', 'price': 1325}]",2018-12-20 18:55:00
C54,,,,,"[{'product_id': 'P38', 'price': 1375}]",2018-12-20 09:13:00
C59,,,,,"[{'product_id': 'P38', 'price': 3}, {'product_id': 'P36', 'price': 1488}]",2018-12-20 18:50:00
C61,,,,,"[{'product_id': 'P41', 'price': 1481}, {'product_id': 'P51', 'price': 1995}, {'product_id': 'P43', 'price': 1535}]",2018-12-20 05:38:00
C67,,,,,"[{'product_id': 'P53', 'price': 1034}, {'product_id': 'P41', 'price': 37}, {'product_id': 'P41', 'price': 769}]",2018-12-20 13:03:00
C70,,,,,"[{'product_id': 'P60', 'price': 432}, {'product_id': 'P44', 'price': 420}, {'product_id': 'P58', 'price': 571}]",2018-12-20 13:45:00
C72,,,,,"[{'product_id': 'P41', 'price': 1006}]",2018-12-20 11:10:00
C73,,,,,"[{'product_id': 'P54', 'price': 417}]",2018-12-20 03:34:00
C82,,,,,"[{'product_id': 'P38', 'price': 936}, {'product_id': 'P37', 'price': 1151}, {'product_id': 'P37', 'price': 1164}]",2018-12-20 12:59:00
C84,,,,,"[{'product_id': 'P29', 'price': 1861}]",2018-12-20 08:38:00
C90,,,,,"[{'product_id': 'P54', 'price': 1951}]",2018-12-20 18:11:00
C94,,,,,"[{'product_id': 'P02', 'price': 1003}, {'product_id': 'P06', 'price': 1867}]",2018-12-20 16:08:00
C111,,,,,"[{'product_id': 'P44', 'price': 805}, {'product_id': 'P41', 'price': 142}, {'product_id': 'P42', 'price': 543}]",2018-12-20 12:05:00
C114,,,,,"[{'product_id': 'P63', 'price': 1762}]",2018-12-20 18:38:00
C116,,,,,"[{'product_id': 'P40', 'price': 967}, {'product_id': 'P39', 'price': 1220}]",2018-12-20 03:04:00
C120,,,,,"[{'product_id': 'P38', 'price': 644}]",2018-12-20 16:45:00
C121,,,,,"[{'product_id': 'P55', 'price': 1730}]",2018-12-20 19:49:00
C122,,,,,"[{'product_id': 'P55', 'price': 1493}]",2018-12-20 23:09:00
C125,,,,,"[{'product_id': 'P40', 'price': 1185}, {'product_id': 'P37', 'price': 1634}, {'product_id': 'P36', 'price': 1457}]",2018-12-20 21:18:00
C130,,,,,"[{'product_id': 'P37', 'price': 848}]",2018-12-20 08:47:00
C131,,,,,"[{'product_id': 'P35', 'price': 81}, {'product_id': 'P40', 'price': 1660}, {'product_id': 'P36', 'price': 457}]",2018-12-20 23:00:00
C132,,,,,"[{'product_id': 'P10', 'price': 394}]",2018-12-20 13:14:00
C135,,,,,"[{'product_id': 'P27', 'price': 1751}, {'product_id': 'P33', 'price': 666}, {'product_id': 'P28', 'price': 1671}]",2018-12-20 05:23:00
C1,,,,,"[{'product_id': 'P56', 'price': 1283}, {'product_id': 'P56', 'price': 1206}]",2018-12-21 19:26:00
C4,,,,,"[{'product_id': 'P63', 'price': 1831}, {'product_id': 'P62', 'price': 1629}]",2018-12-21 15:20:00
C13,,,,,"[{'product_id': 'P13', 'price': 1569}, {'product_id': 'P21', 'price': 1246}]",2018-12-21 14:21:00
C21,,,,,"[{'product_id': 'P39', 'price': 1482}]",2018-12-21 17:53:00
C24,,,,,"[{'product_id': 'P25', 'price': 1784}, {'product_id': 'P33', 'price': 937}, {'product_id': 'P30', 'price': 1535}]",2018-12-21 16:44:00
C26,,,,,"[{'product_id': 'P11', 'price': 1715}, {'product_id': 'P07', 'price': 723}]",2018-12-21 07:42:00
C27,,,,,"[{'product_id': 'P61', 'price': 1383}, {'product_id': 'P61', 'price': 681}]",2018-12-21 12:36:00
C30,,,,,"[{'product_id': 'P33', 'price': 1352}]",2018-12-21 14:16:00
C32,,,,,"[{'product_id': 'P42', 'price': 737}]",2018-12-21 17:44:00
C36,,,,,"[{'product_id': 'P32', 'price': 505}, {'product_id': 'P23', 'price': 1681}, {'product_id': 'P24', 'price': 204}]",2018-12-21 07:56:00
C37,,,,,"[{'product_id': 'P31', 'price': 455}, {'product_id': 'P23', 'price': 1356}]",2018-12-21 19:39:00
C48,,,,,"[{'product_id': 'P34', 'price': 180}, {'product_id': 'P23', 'price': 580}]",2018-12-21 20:33:00
C50,,,,,"[{'product_id': 'P34', 'price': 971}, {'product_id': 'P23', 'price': 1232}, {'product_id': 'P29', 'price': 1397}]",2018-12-21 19:36:00
C53,,,,,"[{'product_id': 'P61', 'price': 149}]",2018-12-21 16:39:00
C58,,,,,"[{'product_id': 'P60', 'price': 281}, {'product_id': 'P56', 'price': 1206}, {'product_id': 'P59', 'price': 1692}]",2018-12-21 11:15:00
C66,,,,,"[{'product_id': 'P12', 'price': 692}, {'product_id': 'P01', 'price': 1118}, {'product_id': 'P11', 'price': 1222}]",2018-12-21 06:20:00
C70,,,,,"[{'product_id': 'P64', 'price': 363}, {'product_id': 'P64', 'price': 219}]",2018-12-21 11:08:00
C76,,,,,"[{'product_id': 'P10', 'price': 715}, {'product_id': 'P01', 'price': 394}]",2018-12-21 09:53:00
C79,,,,,"[{'product_id': 'P28', 'price': 1711}, {'product_id': 'P34', 'price': 1400}]",2018-12-21 04:21:00
C84,,,,,"[{'product_id': 'P50', 'price': 230}]",2018-12-21 07:34:00
C85,,,,,"[{'product_id': 'P40', 'price': 1148}, {'product_id': 'P40', 'price': 660}]",2018-12-21 23:46:00
C87,,,,,"[{'product_id': 'P51', 'price': 426}]",2018-12-21 03:14:00
C97,,,,,"[{'product_id': 'P29', 'price': 1271}]",2018-12-21 14:12:00
C109,,,,,"[{'product_id': 'P37', 'price': 1168}]",2018-12-21 23:54:00
C115,,,,,"[{'product_id': 'P64', 'price': 160}, {'product_id': 'P61', 'price': 1728}, {'product_id': 'P61', 'price': 993}]",2018-12-21 12:40:00
C120,,,,,"[{'product_id': 'P38', 'price': 1432}, {'product_id': 'P35', 'price': 1860}]",2018-12-21 13:41:00
C124,,,,,"[{'product_id': 'P39', 'price': 1539}, {'product_id': 'P40', 'price': 1794}]",2018-12-21 21:15:00
C132,,,,,"[{'product_id': 'P10', 'price': 966}]",2018-12-21 07:21:00
C135,,,,,"[{'product_id': 'P34', 'price': 1154}, {'product_id': 'P23', 'price': 1332}]",2018-12-21 23:41:00
C5,,,,,"[{'product_id': 'P05', 'price': 1848}, {'product_id': 'P04', 'price': 995}, {'product_id': 'P08', 'price': 1692}]",2018-12-22 08:35:00
C6,,,,,"[{'product_id': 'P14', 'price': 1982}, {'product_id': 'P18', 'price': 1467}]",2018-12-22 13:09:00
C12,,,,,"[{'product_id': 'P25', 'price': 985}]",2018-12-22 09:07:00
C17,,,,,"[{'product_id': 'P38', 'price': 453}]",2018-12-22 12:35:00
C19,,,,,"[{'product_id': 'P47', 'price': 1640}, {'product_id': 'P58', 'price': 149}, {'product_id': 'P52', 'price': 1815}]",2018-12-22 22:18:00
C38,,,,,"[{'product_id': 'P23', 'price': 1153}]",2018-12-22 21:06:00
C41,,,,,"[{'product_id': 'P48', 'price': 1887}, {'product_id': 'P51', 'price': 1094}, {'product_id': 'P56', 'price': 1769}]",2018-12-22 04:54:00
C47,,,,,"[{'product_id': 'P15', 'price': 1655}, {'product_id': 'P21', 'price': 1249}]",2018-12-22 18:58:00
C48,,,,,"[{'product_id': 'P12', 'price': 1232}, {'product_id': 'P06', 'price': 978}, {'product_id': 'P05', 'price': 244}]",2018-12-22 18:36:00
C50,,,,,"[{'product_id': 'P11', 'price': 1043}, {'product_id': 'P11', 'price': 1869}]",2018-12-22 13:11:00
C51,,,,,"[{'product_id': 'P51', 'price': 1751}]",2018-12-22 07:44:00
C56,,,,,"[{'product_id': 'P35', 'price': 1496}, {'product_id': 'P40', 'price': 16}, {'product_id': 'P40', 'price': 943}]",2018-12-22 20:10:00
C64,,,,,"[{'product_id': 'P17', 'price': 1851}, {'product_id': 'P21', 'price': 251}, {'product_id': 'P13', 'price': 930}]",2018-12-22 03:02:00
C74,,,,,"[{'product_id': 'P40', 'price': 483}, {'product_id': 'P39', 'price': 1258}]",2018-12-22 10:35:00
C86,,,,,"[{'product_id': 'P38', 'price': 1701}, {'product_id': 'P40', 'price': 1604}]",2018-12-22 18:17:00
C88,,,,,"[{'product_id': 'P63', 'price': 1803}, {'product_id': 'P61', 'price': 942}, {'product_id': 'P63', 'price': 1194}]",2018-12-22 17:08:00
C90,,,,,"[{'product_id': 'P55', 'price': 1883}, {'product_id': 'P42', 'price': 487}, {'product_id': 'P41', 'price': 50}]",2018-12-22 15:53:00
C93,,,,,"[{'product_id': 'P52', 'price': 228}, {'product_id': 'P52', 'price': 257}]",2018-12-22 03:18:00
C94,,,,,"[{'product_id': 'P30', 'price': 1130}]",2018-12-22 07:38:00
C96,,,,,"[{'product_id': 'P64', 'price': 924}]",2018-12-22 06:06:00
C100,,,,,"[{'product_id': 'P36', 'price': 1058}]",2018-12-22 16:00:00
C102,,,,,"[{'product_id': 'P10', 'price': 881}, {'product_id': 'P05', 'price': 373}, {'product_id': 'P07', 'price': 992}]",2018-12-22 06:29:00
C109,,,,,"[{'product_id': 'P37', 'price': 1528}, {'product_id': 'P35', 'price': 1614}]",2018-12-22 22:15:00
C112,,,,,"[{'product_id': 'P60', 'price': 786}]",2018-12-22 03:00:00
C115,,,,,"[{'product_id': 'P36', 'price': 648}, {'product_id': 'P39', 'price': 1575}]",2018-12-22 14:18:00
C120,,,,,"[{'product_id': 'P38', 'price': 544}, {'product_id': 'P37', 'price': 1017}, {'product_id': 'P40', 'price': 928}]",2018-12-22 14:10:00
C128,,,,,"[{'product_id': 'P33', 'price': 337}, {'product_id': 'P33', 'price': 561}]",2018-12-22 23:36:00
C3,,,,,"[{'product_id': 'P31', 'price': 1647}]",2018-12-23 23:42:00
C12,,,,,"[{'product_id': 'P26', 'price': 1676}, {'product_id': 'P32', 'price': 343}, {'product_id': 'P29', 'price': 1025}]",2018-12-23 05:29:00
C18,,,,,"[{'product_id': 'P63', 'price': 1722}, {'product_id': 'P63', 'price': 1467}]",2018-12-23 23:03:00
C22,,,,,"[{'product_id': 'P60', 'price': 486}]",2018-12-23 23:07:00
C24,,,,,"[{'product_id': 'P64', 'price': 1493}, {'product_id': 'P62', 'price': 715}]",2018-12-23 09:00:00
C25,,,,,"[{'product_id': 'P30', 'price': 510}]",2018-12-23 03:15:00
C28,,,,,"[{'product_id': 'P42', 'price': 209}, {'product_id': 'P55', 'price': 760}, {'product_id': 'P49', 'price': 1075}]",2018-12-23 05:41:00
C33,,,,,"[{'product_id': 'P64', 'price': 466}, {'product_id': 'P62', 'price': 680}]",2018-12-23 12:52:00
C36,,,,,"[{'product_id': 'P39', 'price': 1621}, {'product_id': 'P36', 'price': 1058}, {'product_id': 'P36', 'price': 1239}]",2018-12-23 03:12:00
C40,,,,,"[{'product_id': 'P02', 'price': 560}]",2018-12-23 19:08:00
C44,,,,,"[{'product_id': 'P25', 'price': 449}, {'product_id': 'P31', 'price': 922}, {'product_id': 'P32', 'price': 217}]",2018-12-23 04:28:00
C56,,,,,"[{'product_id': 'P38', 'price': 1545}, {'product_id': 'P39', 'price': 827}]",2018-12-23 03:01:00
C60,,,,,"[{'product_id': 'P24', 'price': 1240}, {'product_id': 'P31', 'price': 1875}]",2018-12-23 13:28:00
C65,,,,,"[{'product_id': 'P58', 'price': 294}, {'product_id': 'P41', 'price': 197}]",2018-12-23 07:56:00
C67,,,,,"[{'product_id': 'P08', 'price': 647}]",2018-12-23 12:30:00
C75,,,,,"[{'product_id': 'P55', 'price': 874}]",2018-12-23 08:08:00
C76,,,,,"[{'product_id': 'P03', 'price': 1562}, {'product_id': 'P08', 'price': 1580}, {'product_id': 'P12', 'price': 587}]",2018-12-23 23:39:00
C94,,,,,"[{'product_id': 'P28', 'price': 1088}, {'product_id': 'P30', 'price': 1816}, {'product_id': 'P27', 'price': 97}]",2018-12-23 08:30:00
C96,,,,,"[{'product_id': 'P62', 'price': 1773}]",2018-12-23 02:52:00
C97,,,,,"[{'product_id': 'P23', 'price': 1140}]",2018-12-23 19:31:00
C104,,,,,"[{'product_id': 'P38', 'price': 832}, {'product_id': 'P36', 'price': 542}]",2018-12-23 05:01:00
C105,,,,,"[{'product_id': 'P38', 'price': 557}, {'product_id': 'P38', 'price': 126}, {'product_id': 'P36', 'price': 1486}]",2018-12-23 05:32:00
C108,,,,,"[{'product_id': 'P36', 'price': 579}]",2018-12-23 13:49:00
C109,,,,,"[{'product_id': 'P35', 'price': 420}]",2018-12-23 03:25:00
C110,,,,,"[{'product_id': 'P61', 'price': 633}, {'product_id': 'P61', 'price': 436}]",2018-12-23 20:10:00
C113,,,,,"[{'product_id': 'P44', 'price': 1823}]",2018-12-23 05:18:00
C116,,,,,"[{'product_id': 'P25', 'price': 717}, {'product_id': 'P25', 'price': 1353}, {'product_id': 'P22', 'price': 294}]",2018-12-23 22:40:00
C121,,,,,"[{'product_id': 'P49', 'price': 1360}, {'product_id': 'P49', 'price': 1487}, {'product_id': 'P55', 'price': 6}]",2018-12-23 16:32:00
C130,,,,,"[{'product_id': 'P64', 'price': 978}, {'product_id': 'P62', 'price': 1102}]",2018-12-23 15:46:00
C131,,,,,"[{'product_id': 'P13', 'price': 1684}]",2018-12-23 09:23:00
C133,,,,,"[{'product_id': 'P26', 'price': 567}, {'product_id': 'P24', 'price': 1748}]",2018-12-23 17:53:00
C6,,,,,"[{'product_id': 'P13', 'price': 1739}, {'product_id': 'P15', 'price': 983}]",2018-12-24 11:40:00
C8,,,,,"[{'product_id': 'P64', 'price': 1540}, {'product_id': 'P62', 'price': 7}, {'product_id': 'P63', 'price': 1888}]",2018-12-24 04:17:00
C11,,,,,"[{'product_id': 'P03', 'price': 303}, {'product_id': 'P10', 'price': 1814}, {'product_id': 'P12', 'price': 991}]",2018-12-24 11:03:00
C12,,,,,"[{'product_id': 'P47', 'price': 1653}]",2018-12-24 06:58:00
C14,,,,,"[{'product_id': 'P54', 'price': 76}, {'product_id': 'P50', 'price': 1910}, {'product_id': 'P42', 'price': 877}]",2018-12-24 22:02:00
C18,,,,,"[{'product_id': 'P40', 'price': 1068}]",2018-12-24 06:41:00
C19,,,,,"[{'product_id': 'P55', 'price': 281}, {'product_id': 'P59', 'price': 831}, {'product_id': 'P56', 'price': 1180}]",2018-12-24 08:51:00
C23,,,,,"[{'product_id': 'P53', 'price': 624}, {'product_id': 'P47', 'price': 1977}, {'product_id': 'P45', 'price': 853}]",2018-12-24 03:39:00
C35,,,,,"[{'product_id': 'P22', 'price': 278}]",2018-12-24 14:46:00
C37,,,,,"[{'product_id': 'P31', 'price': 1318}, {'product_id': 'P28', 'price': 1598}, {'product_id': 'P34', 'price': 843}]",2018-12-24 18:53:00
C38,,,,,"[{'product_id': 'P34', 'price': 428}, {'product_id': 'P26', 'price': 212}]",2018-12-24 18:37:00
C48,,,,,"[{'product_id': 'P36', 'price': 416}, {'product_id': 'P38', 'price': 1362}]",2018-12-24 19:19:00
C49,,,,,"[{'product_id': 'P28', 'price': 1229}, {'product_id': 'P29', 'price': 613}]",2018-12-24 19:03:00
C50,,,,,"[{'product_id': 'P47', 'price': 1105}]",2018-12-24 04:00:00
C58,,,,,"[{'product_id': 'P35', 'price': 1514}]",2018-12-24 09:27:00
C66,,,,,"[{'product_id': 'P10', 'price': 780}, {'product_id': 'P07', 'price': 629}]",2018-12-24 08:27:00
C80,,,,,"[{'product_id': 'P46', 'price': 1203}, {'product_id': 'P41', 'price': 1638}, {'product_id': 'P49', 'price': 1310}]",2018-12-24 10:34:00
C81,,,,,"[{'product_id': 'P64', 'price': 936}]",2018-12-24 06:36:00
C84,,,,,"[{'product_id': 'P39', 'price': 1582}]",2018-12-24 14:11:00
C86,,,,,"[{'product_id': 'P14', 'price': 43}, {'product_id': 'P20', 'price': 1685}]",2018-12-24 17:35:00
C88,,,,,"[{'product_id': 'P40', 'price': 1348}, {'product_id': 'P35', 'price': 1348}]",2018-12-24 18:51:00
C102,,,,,"[{'product_id': 'P61', 'price': 1376}]",2018-12-24 06:05:00
C106,,,,,"[{'product_id': 'P42', 'price': 42}, {'product_id': 'P53', 'price': 1204}]",2018-12-24 18:06:00
C107,,,,,"[{'product_id': 'P51', 'price': 894}, {'product_id': 'P56', 'price': 639}]",2018-12-24 23:52:00
C111,,,,,"[{'product_id': 'P43', 'price': 1055}, {'product_id': 'P49', 'price': 850}]",2018-12-24 13:17:00
C112,,,,,"[{'product_id': 'P37', 'price': 1469}, {'product_id': 'P38', 'price': 266}, {'product_id': 'P37', 'price': 271}]",2018-12-24 05:52:00
C118,,,,,"[{'product_id': 'P40', 'price': 1327}, {'product_id': 'P37', 'price': 1443}]",2018-12-24 15:38:00
C124,,,,,"[{'product_id': 'P60', 'price': 825}, {'product_id': 'P51', 'price': 510}]",2018-12-24 13:15:00
C125,,,,,"[{'product_id': 'P39', 'price': 291}]",2018-12-24 16:28:00
C126,,,,,"[{'product_id': 'P20', 'price': 960}, {'product_id': 'P13', 'price': 404}]",2018-12-24 10:07:00
C127,,,,,"[{'product_id': 'P18', 'price': 1236}, {'product_id': 'P19', 'price': 321}, {'product_id': 'P18', 'price': 1318}]",2018-12-24 07:20:00
C135,,,,,"[{'product_id': 'P22', 'price': 1057}, {'product_id': 'P27', 'price': 247}, {'product_id': 'P22', 'price': 1546}]",2018-12-24 13:49:00
C22,,,,,"[{'product_id': 'P63', 'price': 72}, {'product_id': 'P63', 'price': 1746}, {'product_id': 'P61', 'price': 1178}]",2018-12-25 23:38:00
C24,,,,,"[{'product_id': 'P33', 'price': 1876}, {'product_id': 'P33', 'price': 1263}]",2018-12-25 17:56:00
C26,,,,,"[{'product_id': 'P52', 'price': 57}, {'product_id': 'P55', 'price': 571}, {'product_id': 'P47', 'price': 274}]",2018-12-25 17:28:00
C27,,,,,"[{'product_id': 'P63', 'price': 1992}]",2018-12-25 12:44:00
C29,,,,,"[{'product_id': 'P07', 'price': 939}, {'product_id': 'P12', 'price': 1918}]",2018-12-25 09:27:00
C30,,,,,"[{'product_id': 'P31', 'price': 2}]",2018-12-25 07:11:00
C34,,,,,"[{'product_id': 'P30', 'price': 1439}, {'product_id': 'P25', 'price': 433}, {'product_id': 'P29', 'price': 1902}]",2018-12-25 17:14:00
C39,,,,,"[{'product_id': 'P24', 'price': 1897}, {'product_id': 'P30', 'price': 831}, {'product_id': 'P33', 'price': 239}]",2018-12-25 13:02:00
C43,,,,,"[{'product_id': 'P61', 'price': 294}, {'product_id': 'P62', 'price': 1082}, {'product_id': 'P61', 'price': 1194}]",2018-12-25 03:07:00
C49,,,,,"[{'product_id': 'P24', 'price': 1745}, {'product_id': 'P26', 'price': 220}, {'product_id': 'P32', 'price': 1513}]",2018-12-25 10:36:00
C51,,,,,"[{'product_id': 'P57', 'price': 1944}]",2018-12-25 03:35:00
C58,,,,,"[{'product_id': 'P36', 'price': 1326}]",2018-12-25 13:32:00
C65,,,,,"[{'product_id': 'P42', 'price': 1274}, {'product_id': 'P53', 'price': 1113}]",2018-12-25 10:04:00
C66,,,,,"[{'product_id': 'P06', 'price': 1500}]",2018-12-25 18:06:00
C74,,,,,"[{'product_id': 'P62', 'price': 99}, {'product_id': 'P61', 'price': 1844}, {'product_id': 'P61', 'price': 1412}]",2018-12-25 22:07:00
C78,,,,,"[{'product_id': 'P23', 'price': 1391}]",2018-12-25 21:14:00
C79,,,,,"[{'product_id': 'P27', 'price': 103}, {'product_id': 'P26', 'price': 1648}]",2018-12-25 06:15:00
C80,,,,,"[{'product_id': 'P09', 'price': 1999}, {'product_id': 'P05', 'price': 1426}, {'product_id': 'P10', 'price': 1131}]",2018-12-25 06:17:00
C86,,,,,"[{'product_id': 'P14', 'price': 1378}, {'product_id': 'P21', 'price': 1498}]",2018-12-25 17:57:00
C90,,,,,"[{'product_id': 'P33', 'price': 1968}, {'product_id': 'P32', 'price': 752}]",2018-12-25 16:35:00
C96,,,,,"[{'product_id': 'P61', 'price': 550}, {'product_id': 'P62', 'price': 1924}]",2018-12-25 16:12:00
C98,,,,,"[{'product_id': 'P31', 'price': 1230}, {'product_id': 'P22', 'price': 1024}]",2018-12-25 07:21:00
C102,,,,,"[{'product_id': 'P06', 'price': 877}]",2018-12-25 16:55:00
C105,,,,,"[{'product_id': 'P51', 'price': 1580}, {'product_id': 'P54', 'price': 1015}, {'product_id': 'P53', 'price': 1507}]",2018-12-25 10:32:00
C108,,,,,"[{'product_id': 'P36', 'price': 1991}, {'product_id': 'P35', 'price': 1539}, {'product_id': 'P40', 'price': 1227}]",2018-12-25 10:44:00
C114,,,,,"[{'product_id': 'P62', 'price': 1215}, {'product_id': 'P61', 'price': 1098}, {'product_id': 'P61', 'price': 168}]",2018-12-25 21:49:00
C2,,,,,"[{'product_id': 'P40', 'price': 549}]",2018-12-26 23:02:00
C11,,,,,"[{'product_id': 'P64', 'price': 1124}, {'product_id': 'P62', 'price': 1091}, {'product_id': 'P64', 'price': 818}]",2018-12-26 08:54:00
